Number-of-splits,Total-length,Segment-length,RMSE,Max-Point-Error,Model-type,Tile-ID,Lane-Group-ID,Lane-ID,Lane-Sub-Segment-ID
7.0,189.25325346261573,26.729812459593294,8.439488594668212E-4,0.004418889371729892,0.0,3.09137669E8,2.9100056535E10,3.0,2.0
7.0,189.25325346261573,27.724401811922974,5.848849459675114E-15,8.789960642919529E-15,0.0,3.09137669E8,2.9100056535E10,3.0,3.0
7.0,189.25325346261573,26.499402444230096,0.020961371744700964,0.04586753084559309,0.0,3.09137669E8,2.9100056535E10,3.0,4.0
7.0,189.25325346261573,26.702668165455368,0.015373244147062015,0.03842281291792915,1.0,3.09137669E8,2.9100056535E10,3.0,5.0
7.0,189.25325346261573,25.943789416596235,0.016215692194742747,0.0386211108657335,1.0,3.09137669E8,2.9100056535E10,3.0,6.0
7.0,189.25325346261573,23.149647936309005,0.05062759702091338,0.08885593904859945,1.0,3.09137669E8,2.9100056535E10,3.0,7.0
3.0,19.53833063949419,5.841471278156444,0.016083571076645094,0.03372365671636146,1.0,3.08804234E8,2.243126657E9,1.0,1.0
3.0,19.53833063949419,5.805174690880942,0.04917300898333641,0.098303304115257,1.0,3.08804234E8,2.243126657E9,1.0,2.0
3.0,19.53833063949419,6.532543010152244,0.041859371693563324,0.08302922911226496,1.0,3.08804234E8,2.243126657E9,1.0,3.0
2.0,10.595173414686583,5.7013324921377375,0.04956027368245661,0.07678043480303742,1.0,3.08804234E8,2.243126657E9,2.0,1.0
2.0,10.595173414686583,4.371644472298266,0.053138403650939824,0.0795092265731343,1.0,3.08804234E8,2.243126657E9,2.0,2.0
1.0,537.8331585876598,537.8331585876598,0.014052370304184183,0.03446798911318183,1.0,3.08804234E8,1.128403203E9,1.0,1.0
4.0,479.22904022051154,122.02039331708399,3.043314992301142E-14,6.114430012463822E-14,0.0,3.09137668E8,2.600793135E9,3.0,2.0
4.0,479.22904022051154,120.63386798175397,0.0337826923480139,0.09822679111906434,2.0,3.09137668E8,2.600793135E9,3.0,3.0
4.0,479.22904022051154,116.88929609948819,0.0270292993704669,0.08764765270302632,1.0,3.09137668E8,2.600793135E9,3.0,4.0
4.0,479.00477732215853,116.48445686113524,0.012256639160230228,0.03388153903097191,1.0,3.09137668E8,2.600793135E9,4.0,1.0
4.0,479.00477732215853,121.66416849913296,0.02337567865368807,0.04559885631671933,0.0,3.09137668E8,2.600793135E9,4.0,2.0
4.0,479.00477732215853,120.33787446897207,0.031808425495884446,0.08821241167768859,2.0,3.09137668E8,2.600793135E9,4.0,3.0
4.0,479.00477732215853,117.58748176396746,0.030703257065898302,0.09653495422344349,1.0,3.09137668E8,2.600793135E9,4.0,4.0
4.0,478.76759287614914,118.21628293868176,0.018793530260982124,0.040318462764616925,1.0,3.09137668E8,2.600793135E9,5.0,1.0
4.0,478.76759287614914,122.10462807699192,2.91154050719338E-14,4.548603454896741E-14,0.0,3.09137668E8,2.600793135E9,5.0,2.0
4.0,478.76759287614914,120.11588075351706,0.03295202081773032,0.09502889163549307,2.0,3.09137668E8,2.600793135E9,5.0,3.0
4.0,478.76759287614914,115.4096449919377,0.01763178786996661,0.05254654850023144,1.0,3.09137668E8,2.600793135E9,5.0,4.0
2.0,41.47949796144414,18.509235896115538,0.01710482170882111,0.03542205178323374,2.0,3.09137668E8,2.9922546616E10,1.0,1.0
2.0,41.47949796144414,22.2697030423304,0.028141305357565455,0.06098296605327258,2.0,3.09137668E8,2.9922546616E10,1.0,2.0
2.0,34.35866589222277,14.254942893462202,0.025742358039478414,0.05076773377623699,2.0,3.09137668E8,2.9922546616E10,2.0,1.0
2.0,34.35866589222277,19.517583148362743,0.028088275685089654,0.06306457551266241,2.0,3.09137668E8,2.9922546616E10,2.0,2.0
3.0,27.283261110821787,7.567385990279479,0.04270105454545061,0.07197222474022169,1.0,3.09137668E8,2.9922546616E10,3.0,1.0
3.0,27.283261110821787,7.7338207864295425,0.036187929861088375,0.061680866813047075,1.0,3.09137668E8,2.9922546616E10,3.0,2.0
3.0,27.283261110821787,10.646348244887816,0.019991500869288293,0.03423220449857922,1.0,3.09137668E8,2.9922546616E10,3.0,3.0
2.0,24.099036262878037,11.587112131158607,0.015108331707173642,0.0364397455045804,1.0,3.09137668E8,2.9967557793E10,1.0,1.0
2.0,24.099036262878037,11.58505401018898,0.014638745116909938,0.03530844537803546,1.0,3.09137668E8,2.9967557793E10,1.0,2.0
2.0,24.091173893384383,11.580155207259587,0.014348802975778237,0.03461237698374475,1.0,3.09137668E8,2.9967557793E10,2.0,1.0
2.0,24.091173893384383,11.584007852517543,0.01468838301548653,0.03542947521367523,1.0,3.09137668E8,2.9967557793E10,2.0,2.0
2.0,24.108849537815406,11.592130769244365,0.014122151105590088,0.034064976467135466,1.0,3.09137668E8,2.9967557793E10,3.0,1.0
2.0,24.108849537815406,11.5888933734794,0.014575877816952834,0.03516066061652623,1.0,3.09137668E8,2.9967557793E10,3.0,2.0
2.0,24.112518985627275,11.5905539754561,0.014291034644781583,0.03447146094717368,1.0,3.09137668E8,2.9967557793E10,4.0,1.0
2.0,24.112518985627275,11.594402104935924,0.01463060815624655,0.035288503847581865,1.0,3.09137668E8,2.9967557793E10,4.0,2.0
2.0,24.123051241313025,11.595411421468445,0.014172325246370087,0.03418763445272077,1.0,3.09137668E8,2.9967557793E10,5.0,1.0
2.0,24.123051241313025,11.599259414225168,0.014511913446322796,0.03500481562356583,1.0,3.09137668E8,2.9967557793E10,5.0,2.0
4.0,38.535197427694506,10.412412381485506,0.020026653449357397,0.044348514594304334,1.0,3.09137668E8,2.9915049071E10,1.0,1.0
4.0,38.535197427694506,10.373897590991769,0.02290408737531959,0.04832101900113628,1.0,3.09137668E8,2.9915049071E10,1.0,2.0
4.0,38.535197427694506,7.47526616627386,0.015807340435083382,0.03154503854906565,1.0,3.09137668E8,2.9915049071E10,1.0,3.0
4.0,38.535197427694506,8.082539415971985,0.04004007717566488,0.07136321735683815,1.0,3.09137668E8,2.9915049071E10,1.0,4.0
4.0,32.44401863165009,7.509678476396753,0.01342720509080651,0.04163733989175258,0.0,3.09137668E8,2.9915049071E10,2.0,1.0
4.0,32.44401863165009,7.869826507630584,0.01479527578669539,0.03428920982663897,1.0,3.09137668E8,2.9915049071E10,2.0,2.0
4.0,32.44401863165009,7.642905060870932,0.03439669502337749,0.06569818929049376,1.0,3.09137668E8,2.9915049071E10,2.0,3.0
4.0,32.44401863165009,7.140888977477902,0.03699987121224747,0.06414835849303735,1.0,3.09137668E8,2.9915049071E10,2.0,4.0
2.0,45.787905443402806,22.18784863488245,0.0193319921183876,0.04721242150191486,2.0,3.09137668E8,2.9902548111E10,1.0,1.0
2.0,45.787905443402806,22.822036091875407,0.017387641949239516,0.046501055759881574,2.0,3.09137668E8,2.9902548111E10,1.0,2.0
2.0,39.34435850043562,18.306860604396764,0.01663278231853011,0.03868562206265831,2.0,3.09137668E8,2.9902548111E10,2.0,1.0
2.0,39.34435850043562,20.380680435462267,0.02520547413179953,0.0656329295102628,2.0,3.09137668E8,2.9902548111E10,2.0,2.0
2.0,32.91162232190573,15.19974126835706,0.021746694685666357,0.06018618553784945,2.0,3.09137668E8,2.9902548111E10,3.0,1.0
2.0,32.91162232190573,17.161225228536185,0.026686831836197543,0.053730953449684885,2.0,3.09137668E8,2.9902548111E10,3.0,2.0
3.0,520.3607292517003,168.78950497181827,0.030806251603797057,0.09528483435881042,2.0,3.09134567E8,3.749004004E10,3.0,3.0
5.0,520.9503664463009,103.90935275584692,5.362785356684378E-15,1.2201744921421907E-14,0.0,3.09134567E8,3.749004004E10,4.0,1.0
5.0,520.9503664463009,105.12281931739682,0.01427121953462355,0.04355105387870802,0.0,3.09134567E8,3.749004004E10,4.0,2.0
5.0,520.9503664463009,104.65259475437415,0.013302633603782508,0.03412654607545073,0.0,3.09134567E8,3.749004004E10,4.0,3.0
5.0,520.9503664463009,101.66638991391511,0.0272524406404118,0.05362529299757329,2.0,3.09134567E8,3.749004004E10,4.0,4.0
5.0,520.9503664463009,101.69478797402363,0.03349551898067159,0.09005998253114306,2.0,3.09134567E8,3.749004004E10,4.0,5.0
7.0,521.5363350580743,73.40796343150942,0.025282561327122758,0.06341689840761328,0.0,3.09134567E8,3.749004004E10,5.0,1.0
7.0,521.5363350580743,74.43100201356324,1.420131523050376E-14,2.6508346677082477E-14,0.0,3.09134567E8,3.749004004E10,5.0,2.0
7.0,521.5363350580743,74.29606668843677,0.023902425855185525,0.060690972728430354,0.0,3.09134567E8,3.749004004E10,5.0,3.0
7.0,521.5363350580743,74.91892025785559,0.02742373594105291,0.05391994807245616,0.0,3.09134567E8,3.749004004E10,5.0,4.0
7.0,521.5363350580743,72.7090045002662,0.048028757176063884,0.09819778743715576,0.0,3.09134567E8,3.749004004E10,5.0,5.0
7.0,521.5363350580743,72.39825700657089,0.03075103122205448,0.08864360241060494,2.0,3.09134567E8,3.749004004E10,5.0,6.0
7.0,521.5363350580743,73.516239065858,0.024304969843869245,0.056706704938505936,1.0,3.09134567E8,3.749004004E10,5.0,7.0
6.0,522.1278421800007,87.54743523258155,5.298888407285777E-15,1.2215986888932143E-14,0.0,3.09134567E8,3.749004004E10,6.0,1.0
6.0,522.1278421800007,87.17800007094141,0.02760656798118519,0.06040733665338732,0.0,3.09134567E8,3.749004004E10,6.0,2.0
6.0,522.1278421800007,87.09108789465475,0.02269176416973235,0.06557544946313013,0.0,3.09134567E8,3.749004004E10,6.0,3.0
6.0,522.1278421800007,85.99740173218036,0.00258865529737717,0.012300742127077291,0.0,3.09134567E8,3.749004004E10,6.0,4.0
6.0,522.1278421800007,84.20584540735939,0.03732122139232558,0.07145074646177818,1.0,3.09134567E8,3.749004004E10,6.0,5.0
6.0,522.1278421800007,85.22256103129136,0.030106103081210686,0.06057048681644987,2.0,3.09134567E8,3.749004004E10,6.0,6.0
11.0,268.0632941625197,23.765284569379034,2.8836043097805025E-16,1.2585080975114325E-15,0.0,3.09134567E8,9.13317106E8,1.0,1.0
11.0,268.0632941625197,24.755504759769824,1.3961893772812627E-15,5.03403239004573E-15,0.0,3.09134567E8,9.13317106E8,1.0,2.0
11.0,268.0632941625197,23.06055258770655,9.420380485601037E-4,0.003210180523085794,0.0,3.09134567E8,9.13317106E8,1.0,3.0
11.0,268.0632941625197,23.913220130209783,0.024044622523276923,0.044811277632016026,0.0,3.09134567E8,9.13317106E8,1.0,4.0
11.0,268.0632941625197,24.08374533146851,0.024710368110421304,0.07028759127708317,0.0,3.09134567E8,9.13317106E8,1.0,5.0
11.0,268.0632941625197,23.18142324519848,0.007627475359019065,0.027460444896515925,0.0,3.09134567E8,9.13317106E8,1.0,6.0
11.0,268.0632941625197,24.095210787972842,0.0015309666840533562,0.007230165753931896,0.0,3.09134567E8,9.13317106E8,1.0,7.0
11.0,268.0632941625197,23.51098406427583,0.017711030231857376,0.0414189160441083,1.0,3.09134567E8,9.13317106E8,1.0,8.0
11.0,268.0632941625197,22.24808788349923,0.03906716031158874,0.08850232234190597,0.0,3.09134567E8,9.13317106E8,1.0,9.0
11.0,268.0632941625197,23.170718345427996,0.01799650863536348,0.041795896564622126,1.0,3.09134567E8,9.13317106E8,1.0,10.0
11.0,268.0632941625197,22.709042435536393,0.02148679705170088,0.051348163680870584,1.0,3.09134567E8,9.13317106E8,1.0,11.0
11.0,268.69434646085256,23.776253546981195,5.901387104977336E-16,1.25817995827293E-15,0.0,3.09134567E8,9.13317106E8,2.0,1.0
11.0,268.69434646085256,24.76693077810541,1.1034968221346567E-15,2.51635991654586E-15,0.0,3.09134567E8,9.13317106E8,2.0,2.0
11.0,268.69434646085256,23.065999423826774,9.146592874147595E-4,0.003167748536866498,0.0,3.09134567E8,9.13317106E8,2.0,3.0
11.0,268.69434646085256,24.001833780817556,0.02399903402590853,0.044591084406914124,0.0,3.09134567E8,9.13317106E8,2.0,4.0
11.0,268.69434646085256,24.144904062302494,0.024605082132534727,0.06996645057012561,0.0,3.09134567E8,9.13317106E8,2.0,5.0
11.0,268.69434646085256,23.244501043120973,0.007952041186070954,0.028640401056197962,0.0,3.09134567E8,9.13317106E8,2.0,6.0
11.0,268.69434646085256,24.150349299847505,0.001497840674309038,0.007073345109144571,0.0,3.09134567E8,9.13317106E8,2.0,7.0
11.0,268.69434646085256,23.64455178727979,0.017617095361161437,0.04115884536253134,1.0,3.09134567E8,9.13317106E8,2.0,8.0
11.0,268.69434646085256,22.428400468634003,0.04052673839069793,0.09168212419449241,0.0,3.09134567E8,9.13317106E8,2.0,9.0
11.0,268.69434646085256,23.346982383475606,0.017378801832807676,0.040366082979801376,1.0,3.09134567E8,9.13317106E8,2.0,10.0
11.0,268.69434646085256,22.51773352990589,0.022449066346045498,0.05315311774739939,1.0,3.09134567E8,9.13317106E8,2.0,11.0
3.0,423.23151949628607,140.55016614425494,0.028618401073416937,0.06611442614427263,0.0,3.09134567E8,3.760004227E10,2.0,1.0
4.0,225.24365779367986,56.660285575096815,1.4136173085002266E-14,1.7854086980566235E-14,0.0,3.08805232E8,3.018091465E9,2.0,2.0
4.0,225.24365779367986,56.660285575096815,1.2665492975737329E-14,2.6781130470824915E-14,0.0,3.08805232E8,3.018091465E9,2.0,3.0
4.0,225.24365779367986,54.336742254404356,0.035148928537590274,0.06848901701914656,1.0,3.08805232E8,3.018091465E9,2.0,4.0
5.0,225.70498039620185,42.6685337313053,0.03105984884850744,0.07894774537191457,2.0,3.08805232E8,3.018091465E9,3.0,1.0
5.0,225.70498039620185,45.272277572987214,0.03622941823304141,0.07488106175304236,0.0,3.08805232E8,3.018091465E9,3.0,2.0
5.0,225.70498039620185,44.68642078727994,6.821308674742354E-15,1.5234521808522845E-14,0.0,3.08805232E8,3.018091465E9,3.0,3.0
5.0,225.70498039620185,45.67945236033063,2.308172476905604E-14,3.046904361704249E-14,0.0,3.08805232E8,3.018091465E9,3.0,4.0
5.0,225.70498039620185,43.442456643589864,0.02619330492106075,0.059266547295237615,1.0,3.08805232E8,3.018091465E9,3.0,5.0
1.0,462.92240705181314,462.92240705181314,0.006741646435761739,0.0185801046770244,0.0,3.08805232E8,6.0860195824E10,2.0,1.0
1.0,462.8979269810511,462.8979269810511,0.0026392220796818424,0.007273745808780484,0.0,3.08805232E8,6.0860195824E10,3.0,1.0
1.0,462.89200862372223,462.89200862372223,0.020683479790623176,0.0541663765325211,1.0,3.08805232E8,6.0860195824E10,4.0,1.0
1.0,181.5356690095296,181.5356690095296,2.276111983416095E-15,6.866341281806849E-15,0.0,3.08805232E8,6.1615055443E10,2.0,1.0
1.0,181.53851143273033,181.53851143273033,3.2337100478822175E-15,6.8665418328693074E-15,0.0,3.08805232E8,6.1615055443E10,3.0,1.0
1.0,181.53579498903576,181.53579498903576,1.3008129692315369E-14,2.746536649786226E-14,0.0,3.08805232E8,6.1615055443E10,4.0,1.0
1.0,476.0212900978272,476.0212900978272,0.01665348986312242,0.05422562824386862,0.0,3.08805233E8,6.0800190341E10,2.0,1.0
1.0,476.02383897394725,476.02383897394725,0.0030970902032939627,0.010084462235602089,0.0,3.08805233E8,6.0800190341E10,3.0,1.0
1.0,476.0261474408956,476.0261474408956,0.029532644555199123,0.09649764854000024,0.0,3.08805233E8,6.0800190341E10,4.0,1.0
1.0,462.9095284789997,462.9095284789997,0.007513997917026406,0.018676744308322668,1.0,3.08805233E8,6.0892688014E10,2.0,1.0
1.0,462.9142609342054,462.9142609342054,0.015332433526188446,0.044499306473881006,1.0,3.08805233E8,6.0892688014E10,3.0,1.0
1.0,462.9202555832322,462.9202555832322,0.007230722468305403,0.017970631190109998,1.0,3.08805233E8,6.0892688014E10,4.0,1.0
1.0,476.55859654629785,476.55859654629785,1.0605368955218112E-14,2.7461800749931328E-14,0.0,3.08805233E8,6.081018961E10,2.0,1.0
1.0,476.56446141340814,476.56446141340814,0.02715605499067608,0.06343311519594863,1.0,3.08805233E8,6.081018961E10,3.0,1.0
1.0,476.5801210561788,476.5801210561788,2.308349124731838E-14,5.4926736881657895E-14,0.0,3.08805233E8,6.081018961E10,4.0,1.0
1.0,474.2006708351071,474.2006708351071,2.2045401458098876E-14,4.11958864226216E-14,0.0,3.08805233E8,6.0845192242E10,2.0,1.0
1.0,474.2058904902676,474.2058904902676,5.826553490605988E-15,1.3732047242158883E-14,0.0,3.08805233E8,6.0845192242E10,3.0,1.0
1.0,474.22941531255447,474.22941531255447,5.4672729098373476E-15,1.3732540741838272E-14,0.0,3.08805233E8,6.0845192242E10,4.0,1.0
1.0,464.52662950654656,464.52662950654656,5.1761298177980305E-15,1.3732278962753436E-14,0.0,3.08805233E8,6.0815188546E10,2.0,1.0
1.0,464.51606155070965,464.51606155070965,0.017557393491408658,0.059725178172811866,1.0,3.08805233E8,6.0815188546E10,3.0,1.0
1.0,464.494618292788,464.494618292788,0.018389840343978434,0.06255854916526005,1.0,3.08805233E8,6.0815188546E10,4.0,1.0
1.0,460.0211027418692,460.0211027418692,0.021499881475347423,0.0748468671226874,1.0,3.08805233E8,6.0892687428E10,2.0,1.0
1.0,460.01869030430464,460.01869030430464,0.013049936803930446,0.030302965606097132,1.0,3.08805233E8,6.0892687428E10,3.0,1.0
1.0,460.0103217269964,460.0103217269964,0.013472485600182667,0.03236147802090272,1.0,3.08805233E8,6.0892687428E10,4.0,1.0
1.0,462.9214663950013,462.9214663950013,5.6822669393408946E-15,1.3732491964812958E-14,0.0,3.08805233E8,6.0840191175E10,2.0,1.0
1.0,462.91411008695445,462.91411008695445,1.7592979418057153E-14,4.119742677528362E-14,0.0,3.08805233E8,6.0840191175E10,3.0,1.0
1.0,462.9026691880032,462.9026691880032,9.679605948070954E-15,2.7466119292525622E-14,0.0,3.08805233E8,6.0840191175E10,4.0,1.0
1.0,460.7912765688028,460.7912765688028,1.8070513702578327E-14,4.1200410710968E-14,0.0,3.08805233E8,6.088268769E10,2.0,1.0
1.0,460.7993676087365,460.7993676087365,8.74841948598023E-15,2.7467431180839184E-14,0.0,3.08805233E8,6.088268769E10,3.0,1.0
1.0,460.8066803753984,460.8066803753984,1.3239735211891071E-14,2.7467005422505566E-14,0.0,3.08805233E8,6.088268769E10,4.0,1.0
1.0,460.8041006366211,460.8041006366211,1.9083858640527283E-14,4.119659978803719E-14,0.0,3.08805233E8,6.0895189758E10,2.0,1.0
1.0,460.7990831710267,460.7990831710267,1.1651968616364096E-14,2.7464227435985073E-14,0.0,3.08805233E8,6.0895189758E10,3.0,1.0
1.0,460.79172710116313,460.79172710116313,6.366309540757822E-15,1.3732097263168283E-14,0.0,3.08805233E8,6.0895189758E10,4.0,1.0
1.0,462.9128574289002,462.9128574289002,2.2987406993473888E-14,5.4932625568968086E-14,0.0,3.08805233E8,6.0812687856E10,2.0,1.0
2.0,39.177809039050196,19.286647914660737,2.2712457694769848E-15,4.209110668602725E-15,0.0,3.09137666E8,3.80604159E8,2.0,1.0
2.0,39.177809039050196,18.92682872865642,0.017392516856303997,0.045803822623554424,1.0,3.09137666E8,3.80604159E8,2.0,2.0
1.0,202.77722952775972,202.77722952775972,0.02834531984508695,0.09393528593159123,0.0,3.09137666E8,3.8237542207E10,2.0,1.0
1.0,202.77995352233225,202.77995352233225,0.0030616354442100048,0.010146156975064947,0.0,3.09137666E8,3.8237542207E10,3.0,1.0
1.0,202.78247390140123,202.78247390140123,0.0023026210187974605,0.007630811884610858,0.0,3.09137666E8,3.8237542207E10,4.0,1.0
1.0,202.79470121776603,202.79470121776603,0.0031899179702869,0.010571288048786516,0.0,3.09137666E8,3.8237542207E10,5.0,1.0
1.0,202.8307758549014,202.8307758549014,0.014541570642348692,0.03514867934427457,1.0,3.09137666E8,3.8237542207E10,6.0,1.0
2.0,88.54128437810193,44.28190791505848,0.03379884413791706,0.07788139662534377,1.0,3.09137666E8,3.8247542636E10,2.0,1.0
2.0,88.54128437810193,43.321203104152076,0.007170356601373103,0.018048015511567428,1.0,3.09137666E8,3.8247542636E10,2.0,2.0
1.0,88.4721280310236,88.4721280310236,0.016569407703800134,0.043355565818274044,1.0,3.09137666E8,3.8247542636E10,3.0,1.0
1.0,88.48778935225313,88.48778935225313,2.9331409933799396E-15,5.7931659076373026E-15,0.0,3.09137666E8,3.8247542636E10,4.0,1.0
1.0,88.51124634461178,88.51124634461178,7.427126656676768E-15,1.7378633528487245E-14,0.0,3.09137666E8,3.8247542636E10,5.0,1.0
1.0,88.52836124147177,88.52836124147177,6.7657438695303795E-15,1.737714136813741E-14,0.0,3.09137666E8,3.8247542636E10,6.0,1.0
2.0,39.15879292790864,16.44649826809693,0.04304737703172039,0.07798297806057337,2.0,3.09137666E8,6.3287748477E10,1.0,1.0
2.0,39.15879292790864,22.003999456473494,0.02371711918698652,0.051986429082799865,2.0,3.09137666E8,6.3287748477E10,1.0,2.0
2.0,33.241169000885165,14.31924102031037,0.03150260747707796,0.06843434074166388,2.0,3.09137666E8,6.3287748477E10,2.0,1.0
2.0,33.241169000885165,18.157587261152063,0.02069606885805774,0.05759726679097793,2.0,3.09137666E8,6.3287748477E10,2.0,2.0
3.0,27.356713762948697,7.843479743359466,0.03669670166347005,0.06860851453315675,1.0,3.09137666E8,6.3287748477E10,3.0,1.0
3.0,27.356713762948697,8.469232196202743,0.03455608185149997,0.06790604340071482,1.0,3.09137666E8,6.3287748477E10,3.0,2.0
3.0,27.356713762948697,9.5857070024047,0.04085101123189107,0.07150855571113808,0.0,3.09137666E8,6.3287748477E10,3.0,3.0
1.0,124.28530907462822,124.28530907462822,6.302683757713903E-15,1.158206775889775E-14,0.0,3.09137666E8,5.2137511585E10,2.0,1.0
1.0,124.28909903332507,124.28909903332507,5.050563396797244E-15,1.15852654507422E-14,0.0,3.09137666E8,5.2137511585E10,3.0,1.0
1.0,124.29991732994202,124.29991732994202,2.9879816736883083E-15,1.1584260786864586E-14,0.0,3.09137666E8,5.2137511585E10,4.0,1.0
1.0,124.3078590396749,124.3078590396749,5.88324493870346E-15,1.1580866849192689E-14,0.0,3.09137666E8,5.2137511585E10,5.0,1.0
1.0,124.31523045199589,124.31523045199589,1.4603172002113563E-14,3.474588736456428E-14,0.0,3.09137666E8,5.2137511585E10,6.0,1.0
6.0,357.57781752780795,57.66103491889999,0.01872532774043068,0.045646101872989675,1.0,3.09137666E8,1.375803338E9,1.0,1.0
6.0,357.57781752780795,58.55666618420939,0.016578916335957865,0.04819427577831448,1.0,3.09137666E8,1.375803338E9,1.0,2.0
6.0,357.57781752780795,59.23126859053101,2.677668836427268E-14,5.696089906805319E-14,0.0,3.09137666E8,1.375803338E9,1.0,3.0
6.0,357.57781752780795,59.26096658986564,0.04437241383735855,0.08480868677387571,0.0,3.09137666E8,1.375803338E9,1.0,4.0
6.0,357.57781752780795,58.54605666963868,0.01362602449554058,0.035260990461210895,1.0,3.09137666E8,1.375803338E9,1.0,5.0
6.0,357.57781752780795,59.442227165351845,0.02733483418210979,0.08807019221527129,0.0,3.09137666E8,1.375803338E9,1.0,6.0
6.0,357.3956774920859,55.72453910004238,0.017044706161707775,0.04565903531738513,1.0,3.09137666E8,1.375803338E9,2.0,1.0
6.0,357.3956774920859,58.63742630253197,0.02958433218088899,0.07049876731525728,1.0,3.09137666E8,1.375803338E9,2.0,2.0
6.0,357.3956774920859,59.776934131437734,1.5390515724264042E-14,3.438293946237813E-14,0.0,3.09137666E8,1.375803338E9,2.0,3.0
6.0,357.3956774920859,59.77693413143775,3.585452686425097E-14,5.730489910396509E-14,0.0,3.09137666E8,1.375803338E9,2.0,4.0
6.0,357.3956774920859,59.287909833573906,0.0016365731114829625,0.009737328936802033,0.0,3.09137666E8,1.375803338E9,2.0,5.0
6.0,357.3956774920859,59.26217171263376,3.3048081156999924E-14,6.609616231399985E-14,0.0,3.09137666E8,1.375803338E9,2.0,6.0
1.0,534.2779563214538,534.2779563214538,0.0074585910541477615,0.02090675937625686,0.0,3.09137667E8,3.7612540161E10,2.0,1.0
1.0,534.3014263862491,534.3014263862491,0.02732824987328493,0.0766022885726218,0.0,3.09137667E8,3.7612540161E10,3.0,1.0
1.0,534.3260115558583,534.3260115558583,0.016673855822941067,0.046737552579823975,0.0,3.09137667E8,3.7612540161E10,4.0,1.0
1.0,534.348686958804,534.348686958804,0.0481415319732319,0.06539624603236034,0.0,3.09137667E8,3.7612540161E10,5.0,1.0
1.0,526.0781844343003,526.0781844343003,0.013751373189592788,0.048818783789604275,0.0,3.09137667E8,3.7455039785E10,2.0,1.0
7.0,305.8165038952832,42.660418139996644,0.017455201692479362,0.04499142054146432,1.0,3.09134572E8,3.7177540158E10,3.0,2.0
7.0,305.8165038952832,44.32684912870117,3.126138249384164E-15,4.135941769261825E-15,0.0,3.09134572E8,3.7177540158E10,3.0,3.0
7.0,305.8165038952832,43.215693066260854,0.04940664389202278,0.09349964814050854,0.0,3.09134572E8,3.7177540158E10,3.0,4.0
7.0,305.8165038952832,44.088551761496554,0.006910617962302887,0.02397358709903021,0.0,3.09134572E8,3.7177540158E10,3.0,5.0
7.0,305.8165038952832,43.14123370374489,0.013790106658504858,0.035368798606214114,1.0,3.09134572E8,3.7177540158E10,3.0,6.0
7.0,305.8165038952832,43.76215054769749,0.024121978810809536,0.07800046620266347,0.0,3.09134572E8,3.7177540158E10,3.0,7.0
2.0,181.9103385394837,90.98706910914684,0.045329920490209945,0.0968039265994504,2.0,3.09134572E8,3.8270041795E10,2.0,1.0
2.0,181.9103385394837,89.96496381245163,0.034177564696932214,0.08954056734114602,1.0,3.09134572E8,3.8270041795E10,2.0,2.0
2.0,182.59032804613963,91.29373738802792,0.04176922157492661,0.08788994098775717,2.0,3.09134572E8,3.8270041795E10,3.0,1.0
2.0,182.59032804613963,90.33627672849457,0.037079388487454526,0.08083912931375177,2.0,3.09134572E8,3.8270041795E10,3.0,2.0
3.0,183.28491128214375,59.92291245273085,0.019679890617643424,0.05764883847086821,1.0,3.09134572E8,3.8270041795E10,4.0,1.0
3.0,183.28491128214375,61.22928915615019,0.02180951225491271,0.06190533620679162,1.0,3.09134572E8,3.8270041795E10,4.0,2.0
3.0,183.28491128214375,60.212619042515456,0.02575967105016737,0.05431027076576811,1.0,3.09134572E8,3.8270041795E10,4.0,3.0
2.0,183.92226045754524,91.89224885275891,0.030157837624913558,0.09612448362736359,1.0,3.09134572E8,3.8270041795E10,5.0,1.0
2.0,183.92226045754524,91.06874448579768,0.03411196449717077,0.08010882605091668,2.0,3.09134572E8,3.8270041795E10,5.0,2.0
1.0,184.58745945044382,184.58745945044382,0.030345313888380857,0.09043710897503843,1.0,3.09134572E8,3.8270041795E10,6.0,1.0
2.0,185.37417061608295,92.53759638784706,0.02256058005786399,0.08255143536141488,2.0,3.09134572E8,3.8270041795E10,7.0,1.0
2.0,185.37417061608295,91.8674956412189,0.02093530954220801,0.07191457984949741,2.0,3.09134572E8,3.8270041795E10,7.0,2.0
3.0,185.78653122037895,61.833160600919044,0.014784836491670408,0.042354158990055,2.0,3.09134572E8,3.8270041795E10,8.0,1.0
3.0,185.78653122037895,61.461322544668896,0.027755303092764364,0.08531988573031413,1.0,3.09134572E8,3.8270041795E10,8.0,2.0
3.0,185.78653122037895,60.61433181447907,0.020181565666670752,0.052206291720949594,1.0,3.09134572E8,3.8270041795E10,8.0,3.0
2.0,6.662216344725994,2.660223016522849,0.03788711370739365,0.06361452263599077,1.0,3.09134572E8,2.00654659E8,1.0,1.0
2.0,6.662216344725994,3.2880517753156764,0.03660347223385412,0.06613138195190782,1.0,3.09134572E8,2.00654659E8,1.0,2.0
2.0,13.260529021798925,6.006167081724083,0.036111261023377465,0.059206895150794026,1.0,3.09134572E8,2.00654659E8,2.0,1.0
2.0,13.260529021798925,6.578366701035009,0.04061188587611524,0.0707227476384027,1.0,3.09134572E8,2.00654659E8,2.0,2.0
